ticket_id,created_date,created_datetime,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,kb_article_existed
TCK-10548,2025-10-10,2025-10-10 12:12,Chatswood,Desktop,Password reset / login issue,Medium,5,True,True
TCK-12747,2025-10-10,2025-10-10 12:31,Bondi Junction,Register / POS,Barcode scanner not working,Medium,13,True,True
TCK-13939,2025-10-10,2025-10-10 14:06,Bondi Junction,Register / POS,Payment terminal error,High,26,False,True
TCK-14023,2025-10-10,2025-10-10 14:31,Castle Hill,Register / POS,Payment terminal error,Medium,21,False,True
TCK-13949,2025-10-10,2025-10-10 14:44,Parramatta,Network Equipment,Wifi / network drop out,Low,48,True,False
TCK-10691,2025-10-10,2025-10-10 14:50,Parramatta,Register / POS,Payment terminal error,Medium,20,False,True
TCK-14539,2025-10-10,2025-10-10 14:52,Liverpool,Register / POS,Register freezing / crashing,Medium,45,True,False
TCK-11183,2025-10-10,2025-10-10 14:56,Chatswood,Laptop,Software install / update request,Medium,28,False,True
TCK-10285,2025-10-10,2025-10-10 15:05,Liverpool,Laptop,New starter device setup,Medium,62,False,True
TCK-11934,2025-10-10,2025-10-10 15:24,Parramatta,Desktop,Password reset / login issue,Low,7,False,True
TCK-14685,2025-10-10,2025-10-10 15:30,Liverpool,Desktop,Password reset / login issue,Low,14,True,True
TCK-13623,2025-10-10,2025-10-10 17:17,Castle Hill,Register / POS,Register freezing / crashing,Medium,37,False,False
TCK-13841,2025-10-10,2025-10-10 17:17,Chatswood,Network Equipment,Wifi / network drop out,Medium,37,True,False
TCK-14115,2025-10-10,2025-10-10 17:24,Parramatta,Desktop,Screen / hardware fault,Low,26,True,True
TCK-11228,2025-10-10,2025-10-10 17:45,Chatswood,Desktop,Slow computer / performance issue,Low,46,True,True
TCK-11913,2025-10-10,2025-10-10 18:08,Chatswood,Register / POS,Register freezing / crashing,Low,8,False,False
TCK-10502,2025-10-10,2025-10-10 18:21,Liverpool,Register / POS,Payment terminal error,High,23,True,True
TCK-12083,2025-10-10,2025-10-10 18:24,Castle Hill,Register / POS,Payment terminal error,Medium,20,False,True
TCK-11543,2025-10-10,2025-10-10 19:24,Liverpool,Register / POS,Barcode scanner not working,Low,15,False,True
TCK-11755,2025-10-10,2025-10-10 19:51,Bondi Junction,Desktop,Slow computer / performance issue,Medium,46,True,True
TCK-10607,2025-10-11,2025-10-11 08:05,Liverpool,Laptop,Software install / update request,Low,21,False,True
TCK-15105,2025-10-11,2025-10-11 09:17,Castle Hill,Desktop,Email / account access issue,Low,10,False,True
TCK-15175,2025-10-11,2025-10-11 09:24,Liverpool,Mobile Device,Mobile device setup,High,16,False,True
TCK-11389,2025-10-11,2025-10-11 10:59,Parramatta,Laptop,New starter device setup,Low,20,False,True
TCK-14651,2025-10-11,2025-10-11 11:05,Liverpool,Desktop,Password reset / login issue,Medium,17,False,True
TCK-10818,2025-10-11,2025-10-11 11:13,Liverpool,Register / POS,Register freezing / crashing,Low,36,True,False
TCK-11844,2025-10-11,2025-10-11 11:33,Chatswood,Desktop,Email / account access issue,High,23,False,True
TCK-11803,2025-10-11,2025-10-11 11:59,Castle Hill,Register / POS,Barcode scanner not working,Low,12,False,True
TCK-14773,2025-10-11,2025-10-11 12:47,Bondi Junction,Network Equipment,Printer connectivity issue,High,18,True,False
TCK-14638,2025-10-11,2025-10-11 13:03,Chatswood,Register / POS,Register freezing / crashing,High,9,False,False
TCK-10119,2025-10-11,2025-10-11 13:13,Bondi Junction,Mobile Device,Mobile device setup,Medium,28,False,True
TCK-15059,2025-10-11,2025-10-11 13:49,Chatswood,Desktop,Email / account access issue,High,14,False,True
TCK-12095,2025-10-11,2025-10-11 14:42,Liverpool,Mobile Device,Mobile device setup,Low,9,False,True
TCK-14921,2025-10-11,2025-10-11 14:51,Castle Hill,Desktop,Password reset / login issue,Low,10,True,True
TCK-12503,2025-10-11,2025-10-11 15:22,Chatswood,Desktop,Slow computer / performance issue,Low,51,False,True
TCK-11583,2025-10-11,2025-10-11 15:23,Liverpool,Desktop,Password reset / login issue,Low,7,False,True
TCK-14719,2025-10-11,2025-10-11 15:26,Parramatta,Network Equipment,Printer connectivity issue,Medium,19,True,False
TCK-11285,2025-10-11,2025-10-11 16:31,Parramatta,Register / POS,Register freezing / crashing,Low,33,False,False
TCK-10092,2025-10-11,2025-10-11 17:05,Liverpool,Network Equipment,Printer connectivity issue,Low,38,False,False
TCK-14532,2025-10-11,2025-10-11 17:06,Chatswood,Desktop,Screen / hardware fault,Low,61,False,True
TCK-11496,2025-10-11,2025-10-11 17:09,Liverpool,Network Equipment,Printer connectivity issue,Low,38,False,False
TCK-11840,2025-10-11,2025-10-11 17:47,Chatswood,Desktop,Screen / hardware fault,Low,8,False,True
TCK-11477,2025-10-11,2025-10-11 18:20,Castle Hill,Register / POS,Register freezing / crashing,Medium,34,True,False
TCK-13413,2025-10-11,2025-10-11 19:49,Chatswood,Register / POS,Barcode scanner not working,Medium,15,False,True
TCK-12818,2025-10-12,2025-10-12 08:12,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,33,True,False
TCK-10369,2025-10-12,2025-10-12 08:19,Parramatta,Desktop,Password reset / login issue,Medium,16,False,True
TCK-13397,2025-10-12,2025-10-12 08:20,Chatswood,Network Equipment,Wifi / network drop out,Low,43,True,False
TCK-10112,2025-10-12,2025-10-12 08:21,Bondi Junction,Desktop,Password reset / login issue,High,12,True,True
TCK-11296,2025-10-12,2025-10-12 08:54,Castle Hill,Desktop,Password reset / login issue,Medium,12,False,True
TCK-12548,2025-10-12,2025-10-12 09:26,Chatswood,Register / POS,Barcode scanner not working,Low,14,False,True
TCK-12145,2025-10-12,2025-10-12 09:47,Chatswood,Register / POS,Register freezing / crashing,High,45,False,False
TCK-13904,2025-10-12,2025-10-12 09:47,Castle Hill,Register / POS,Payment terminal error,Low,18,False,True
TCK-14667,2025-10-12,2025-10-12 10:09,Chatswood,Network Equipment,Printer connectivity issue,Medium,23,False,False
TCK-11714,2025-10-12,2025-10-12 10:11,Castle Hill,Desktop,Password reset / login issue,High,10,False,True
TCK-11338,2025-10-12,2025-10-12 10:31,Castle Hill,Network Equipment,Printer connectivity issue,Medium,16,False,False
TCK-11494,2025-10-12,2025-10-12 10:36,Parramatta,Register / POS,Register freezing / crashing,Low,51,False,False
TCK-12367,2025-10-12,2025-10-12 10:53,Liverpool,Mobile Device,Mobile device setup,Medium,21,False,True
TCK-14434,2025-10-12,2025-10-12 10:54,Bondi Junction,Register / POS,Payment terminal error,Low,26,False,True
TCK-11782,2025-10-12,2025-10-12 11:12,Chatswood,Register / POS,Payment terminal error,High,15,False,True
TCK-11046,2025-10-12,2025-10-12 11:57,Castle Hill,Register / POS,Barcode scanner not working,High,12,False,True
TCK-11793,2025-10-12,2025-10-12 12:10,Liverpool,Register / POS,Payment terminal error,Medium,19,True,True
TCK-13565,2025-10-12,2025-10-12 12:26,Chatswood,Register / POS,Payment terminal error,Medium,18,False,True
TCK-13805,2025-10-12,2025-10-12 13:22,Bondi Junction,Network Equipment,Printer connectivity issue,Low,37,True,False
TCK-10312,2025-10-12,2025-10-12 13:47,Chatswood,Network Equipment,Printer connectivity issue,Low,28,False,False
TCK-10634,2025-10-12,2025-10-12 14:03,Bondi Junction,Network Equipment,Wifi / network drop out,High,42,True,False
TCK-12695,2025-10-12,2025-10-12 15:55,Liverpool,Mobile Device,Mobile device setup,Medium,20,False,True
TCK-12542,2025-10-12,2025-10-12 16:06,Castle Hill,Register / POS,Barcode scanner not working,Low,13,False,True
TCK-13143,2025-10-12,2025-10-12 16:57,Bondi Junction,Desktop,Screen / hardware fault,High,43,False,True
TCK-14692,2025-10-12,2025-10-12 17:00,Bondi Junction,Register / POS,Payment terminal error,Low,15,False,True
TCK-12120,2025-10-12,2025-10-12 17:11,Parramatta,Network Equipment,Printer connectivity issue,Low,26,True,False
TCK-10017,2025-10-12,2025-10-12 18:14,Castle Hill,Mobile Device,Mobile device setup,Medium,21,False,True
TCK-10540,2025-10-12,2025-10-12 18:24,Chatswood,Desktop,Password reset / login issue,Low,10,False,True
TCK-11343,2025-10-12,2025-10-12 18:53,Chatswood,Desktop,Password reset / login issue,Low,8,False,True
TCK-12762,2025-10-12,2025-10-12 19:14,Liverpool,Register / POS,Payment terminal error,Low,23,False,True
TCK-10013,2025-10-12,2025-10-12 19:29,Bondi Junction,Network Equipment,Printer connectivity issue,Low,32,True,False
TCK-11424,2025-10-12,2025-10-12 19:54,Liverpool,Desktop,Slow computer / performance issue,Low,32,False,True
TCK-12832,2025-10-12,2025-10-12 20:39,Parramatta,Network Equipment,Printer connectivity issue,High,27,True,False
TCK-12599,2025-10-12,2025-10-12 20:56,Bondi Junction,Register / POS,Barcode scanner not working,Medium,20,False,True
TCK-13580,2025-10-13,2025-10-13 08:08,Parramatta,Network Equipment,Printer connectivity issue,Low,34,True,False
TCK-12593,2025-10-13,2025-10-13 08:22,Liverpool,Register / POS,Register freezing / crashing,Medium,33,True,False
TCK-11880,2025-10-13,2025-10-13 09:26,Castle Hill,Mobile Device,Mobile device setup,Medium,15,False,True
TCK-13585,2025-10-13,2025-10-13 12:04,Castle Hill,Mobile Device,Mobile device setup,Low,21,False,True
TCK-13672,2025-10-13,2025-10-13 12:08,Castle Hill,Register / POS,Register freezing / crashing,Low,33,True,False
TCK-12277,2025-10-13,2025-10-13 12:18,Bondi Junction,Desktop,Password reset / login issue,Low,17,False,True
TCK-10622,2025-10-13,2025-10-13 12:24,Castle Hill,Desktop,Slow computer / performance issue,Medium,29,False,True
TCK-12387,2025-10-13,2025-10-13 12:36,Bondi Junction,Desktop,Screen / hardware fault,Medium,31,False,True
TCK-12672,2025-10-13,2025-10-13 12:56,Chatswood,Network Equipment,Printer connectivity issue,Medium,30,False,False
TCK-11608,2025-10-13,2025-10-13 14:06,Liverpool,Register / POS,Barcode scanner not working,Medium,8,False,True
TCK-11128,2025-10-13,2025-10-13 14:28,Castle Hill,Register / POS,Barcode scanner not working,Low,10,False,True
TCK-11666,2025-10-13,2025-10-13 16:01,Parramatta,Desktop,Password reset / login issue,Low,12,True,True
TCK-14654,2025-10-13,2025-10-13 16:01,Bondi Junction,Register / POS,Payment terminal error,Low,26,False,True
TCK-14388,2025-10-13,2025-10-13 16:03,Chatswood,Laptop,Software install / update request,High,23,True,True
TCK-11322,2025-10-13,2025-10-13 16:14,Bondi Junction,Network Equipment,Printer connectivity issue,Low,42,True,False
TCK-11347,2025-10-13,2025-10-13 16:59,Liverpool,Network Equipment,Wifi / network drop out,High,29,False,False
TCK-13914,2025-10-13,2025-10-13 17:33,Bondi Junction,Register / POS,Barcode scanner not working,High,28,False,True
TCK-10436,2025-10-13,2025-10-13 18:05,Liverpool,Register / POS,Barcode scanner not working,High,14,False,True
TCK-11064,2025-10-13,2025-10-13 18:19,Liverpool,Network Equipment,Printer connectivity issue,Low,42,True,False
TCK-13617,2025-10-13,2025-10-13 18:24,Castle Hill,Mobile Device,Mobile device setup,Low,22,False,True
TCK-11273,2025-10-13,2025-10-13 19:07,Castle Hill,Network Equipment,Wifi / network drop out,High,38,True,False
TCK-15150,2025-10-13,2025-10-13 20:14,Bondi Junction,Laptop,New starter device setup,Medium,33,False,True
TCK-13564,2025-10-13,2025-10-13 20:31,Parramatta,Desktop,Screen / hardware fault,Low,45,True,True
TCK-11318,2025-10-14,2025-10-14 08:41,Liverpool,Desktop,Slow computer / performance issue,High,31,False,True
TCK-11993,2025-10-14,2025-10-14 08:45,Liverpool,Network Equipment,Printer connectivity issue,High,41,False,False
TCK-12197,2025-10-14,2025-10-14 09:23,Bondi Junction,Register / POS,Barcode scanner not working,High,20,False,True
TCK-12044,2025-10-14,2025-10-14 10:29,Castle Hill,Network Equipment,Printer connectivity issue,Medium,28,True,False
TCK-12499,2025-10-14,2025-10-14 11:09,Chatswood,Network Equipment,Wifi / network drop out,Medium,26,True,False
TCK-15195,2025-10-14,2025-10-14 11:09,Chatswood,Desktop,Password reset / login issue,Low,15,False,True
TCK-10771,2025-10-14,2025-10-14 12:24,Parramatta,Mobile Device,Mobile device setup,High,17,False,True
TCK-13968,2025-10-14,2025-10-14 12:31,Bondi Junction,Network Equipment,Printer connectivity issue,High,34,True,False
TCK-11761,2025-10-14,2025-10-14 12:33,Chatswood,Mobile Device,Mobile device setup,Low,12,False,True
TCK-10418,2025-10-14,2025-10-14 12:38,Chatswood,Desktop,Slow computer / performance issue,Medium,27,False,True
TCK-10247,2025-10-14,2025-10-14 12:55,Parramatta,Desktop,Screen / hardware fault,High,59,False,True
TCK-12570,2025-10-14,2025-10-14 13:00,Chatswood,Desktop,Password reset / login issue,High,15,False,True
TCK-12154,2025-10-14,2025-10-14 14:09,Chatswood,Desktop,Email / account access issue,Low,22,False,True
TCK-12801,2025-10-14,2025-10-14 14:22,Liverpool,Desktop,Email / account access issue,Low,11,True,True
TCK-10967,2025-10-14,2025-10-14 14:40,Parramatta,Register / POS,Register freezing / crashing,Medium,38,True,False
TCK-14588,2025-10-14,2025-10-14 15:39,Liverpool,Laptop,New starter device setup,Medium,37,False,True
TCK-12937,2025-10-14,2025-10-14 17:00,Chatswood,Desktop,Screen / hardware fault,Medium,48,True,True
TCK-13878,2025-10-14,2025-10-14 17:30,Liverpool,Laptop,Software install / update request,High,26,False,True
TCK-12978,2025-10-14,2025-10-14 18:09,Parramatta,Desktop,Email / account access issue,Medium,17,False,True
TCK-12974,2025-10-14,2025-10-14 18:15,Liverpool,Register / POS,Barcode scanner not working,High,17,False,True
TCK-14771,2025-10-14,2025-10-14 18:15,Parramatta,Register / POS,Barcode scanner not working,Low,5,False,True
TCK-12043,2025-10-14,2025-10-14 18:16,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,37,True,False
TCK-12142,2025-10-14,2025-10-14 18:23,Castle Hill,Network Equipment,Wifi / network drop out,Medium,34,True,False
TCK-14925,2025-10-14,2025-10-14 18:40,Chatswood,Desktop,Password reset / login issue,Medium,9,True,True
TCK-13232,2025-10-14,2025-10-14 18:53,Parramatta,Laptop,Software install / update request,Low,16,False,True
TCK-14901,2025-10-14,2025-10-14 18:53,Castle Hill,Register / POS,Payment terminal error,High,17,False,True
TCK-13366,2025-10-14,2025-10-14 19:06,Bondi Junction,Desktop,Password reset / login issue,Medium,11,False,True
TCK-13105,2025-10-14,2025-10-14 19:19,Liverpool,Register / POS,Register freezing / crashing,Medium,24,False,False
TCK-13696,2025-10-14,2025-10-14 20:54,Bondi Junction,Desktop,Password reset / login issue,High,10,True,True
TCK-11441,2025-10-14,2025-10-14 20:59,Liverpool,Mobile Device,Mobile device setup,Medium,17,False,True
TCK-13500,2025-10-14,2025-10-14 20:59,Chatswood,Register / POS,Payment terminal error,Medium,16,False,True
TCK-13714,2025-10-15,2025-10-15 09:19,Chatswood,Desktop,Password reset / login issue,Low,12,True,True
TCK-13112,2025-10-15,2025-10-15 09:22,Parramatta,Network Equipment,Wifi / network drop out,Medium,43,False,False
TCK-11892,2025-10-15,2025-10-15 09:36,Liverpool,Mobile Device,Mobile device setup,Low,25,False,True
TCK-14701,2025-10-15,2025-10-15 09:43,Bondi Junction,Desktop,Screen / hardware fault,Low,71,False,True
TCK-13188,2025-10-15,2025-10-15 09:47,Liverpool,Network Equipment,Printer connectivity issue,Low,35,True,False
TCK-10753,2025-10-15,2025-10-15 10:32,Parramatta,Register / POS,Payment terminal error,Low,14,False,True
TCK-11008,2025-10-15,2025-10-15 11:05,Parramatta,Mobile Device,Mobile device setup,Medium,19,False,True
TCK-12800,2025-10-15,2025-10-15 11:32,Parramatta,Register / POS,Register freezing / crashing,Medium,28,False,False
TCK-12779,2025-10-15,2025-10-15 12:39,Chatswood,Network Equipment,Printer connectivity issue,Low,21,False,False
TCK-11010,2025-10-15,2025-10-15 12:42,Liverpool,Register / POS,Payment terminal error,Low,24,False,True
TCK-11673,2025-10-15,2025-10-15 12:49,Parramatta,Desktop,Email / account access issue,Low,12,False,True
TCK-13208,2025-10-15,2025-10-15 13:00,Chatswood,Desktop,Screen / hardware fault,Low,37,False,True
TCK-14358,2025-10-15,2025-10-15 14:22,Chatswood,Mobile Device,Mobile device setup,Low,18,False,True
TCK-12428,2025-10-15,2025-10-15 15:34,Liverpool,Desktop,Slow computer / performance issue,Medium,5,True,True
TCK-14086,2025-10-15,2025-10-15 15:40,Castle Hill,Network Equipment,Wifi / network drop out,Low,59,True,False
TCK-11916,2025-10-15,2025-10-15 16:19,Chatswood,Network Equipment,Printer connectivity issue,Medium,24,True,False
TCK-11193,2025-10-15,2025-10-15 16:50,Bondi Junction,Desktop,Slow computer / performance issue,Medium,41,True,True
TCK-11877,2025-10-15,2025-10-15 18:22,Parramatta,Desktop,Slow computer / performance issue,Medium,35,True,True
TCK-12245,2025-10-15,2025-10-15 18:23,Liverpool,Register / POS,Register freezing / crashing,Low,21,True,False
TCK-12091,2025-10-15,2025-10-15 18:41,Chatswood,Laptop,Software install / update request,Low,14,False,True
TCK-12625,2025-10-15,2025-10-15 18:45,Liverpool,Register / POS,Barcode scanner not working,Medium,8,False,True
TCK-13363,2025-10-15,2025-10-15 19:08,Parramatta,Mobile Device,Mobile device setup,Low,12,False,True
TCK-14793,2025-10-15,2025-10-15 19:08,Castle Hill,Desktop,Password reset / login issue,Low,11,True,True
TCK-14889,2025-10-15,2025-10-15 19:45,Liverpool,Register / POS,Payment terminal error,Low,28,False,True
TCK-13833,2025-10-15,2025-10-15 20:06,Chatswood,Desktop,Slow computer / performance issue,Medium,39,False,True
TCK-11094,2025-10-15,2025-10-15 20:14,Liverpool,Desktop,Password reset / login issue,High,16,False,True
TCK-11224,2025-10-15,2025-10-15 20:54,Parramatta,Network Equipment,Printer connectivity issue,Low,28,True,False
TCK-15109,2025-10-16,2025-10-16 08:07,Liverpool,Desktop,Slow computer / performance issue,Medium,52,False,True
TCK-11107,2025-10-16,2025-10-16 08:09,Bondi Junction,Register / POS,Register freezing / crashing,Low,35,True,False
TCK-12483,2025-10-16,2025-10-16 08:21,Liverpool,Register / POS,Payment terminal error,Low,12,True,True
TCK-14370,2025-10-16,2025-10-16 09:03,Chatswood,Mobile Device,Mobile device setup,Medium,20,False,True
TCK-14813,2025-10-16,2025-10-16 09:31,Castle Hill,Network Equipment,Wifi / network drop out,Medium,63,False,False
TCK-13703,2025-10-16,2025-10-16 09:47,Bondi Junction,Network Equipment,Wifi / network drop out,High,33,True,False
TCK-13781,2025-10-16,2025-10-16 10:13,Bondi Junction,Laptop,Software install / update request,High,15,False,True
