ticket_id,created_date,month_year,month_sort,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,repeat_visit_status,kb_article_existed,kb_article_status,total_minutes_incl_repeat
TCK-14949,2025-10-08,Oct 2025,2025-10,Chatswood,Register / POS,Payment terminal error,Low,23,False,Resolved First Visit,True,Has KB Article,23
TCK-12309,2025-10-08,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,Low,28,True,Repeat Visit,False,No KB Article,56
TCK-10004,2025-10-08,Oct 2025,2025-10,Castle Hill,Desktop,Slow computer / performance issue,Low,24,True,Repeat Visit,True,Has KB Article,48
TCK-12267,2025-10-08,Oct 2025,2025-10,Parramatta,Register / POS,Payment terminal error,Medium,7,False,Resolved First Visit,True,Has KB Article,7
TCK-10427,2025-10-08,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Low,14,False,Resolved First Visit,True,Has KB Article,14
TCK-14139,2025-10-08,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,High,38,True,Repeat Visit,False,No KB Article,76
TCK-10567,2025-10-08,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,Medium,13,True,Repeat Visit,True,Has KB Article,26
TCK-10198,2025-10-08,Oct 2025,2025-10,Castle Hill,Desktop,Password reset / login issue,Medium,21,True,Repeat Visit,True,Has KB Article,42
TCK-13391,2025-10-08,Oct 2025,2025-10,Bondi Junction,Desktop,Slow computer / performance issue,High,31,False,Resolved First Visit,True,Has KB Article,31
TCK-11995,2025-10-08,Oct 2025,2025-10,Bondi Junction,Desktop,Slow computer / performance issue,Medium,20,True,Repeat Visit,True,Has KB Article,40
TCK-14264,2025-10-08,Oct 2025,2025-10,Castle Hill,Register / POS,Payment terminal error,Low,18,True,Repeat Visit,True,Has KB Article,36
TCK-15060,2025-10-08,Oct 2025,2025-10,Chatswood,Register / POS,Payment terminal error,Low,20,True,Repeat Visit,True,Has KB Article,40
TCK-13963,2025-10-08,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,Medium,9,False,Resolved First Visit,True,Has KB Article,9
TCK-15000,2025-10-08,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,High,56,True,Repeat Visit,False,No KB Article,112
TCK-12413,2025-10-08,Oct 2025,2025-10,Parramatta,Desktop,Screen / hardware fault,Low,37,False,Resolved First Visit,True,Has KB Article,37
TCK-12874,2025-10-08,Oct 2025,2025-10,Liverpool,Desktop,Email / account access issue,Low,16,True,Repeat Visit,True,Has KB Article,32
TCK-11920,2025-10-08,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,Low,31,False,Resolved First Visit,False,No KB Article,31
TCK-12620,2025-10-08,Oct 2025,2025-10,Bondi Junction,Desktop,Slow computer / performance issue,Medium,17,True,Repeat Visit,True,Has KB Article,34
TCK-14442,2025-10-08,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,High,52,True,Repeat Visit,False,No KB Article,104
TCK-12769,2025-10-08,Oct 2025,2025-10,Castle Hill,Register / POS,Payment terminal error,Medium,19,True,Repeat Visit,True,Has KB Article,38
TCK-13611,2025-10-08,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,35,True,Repeat Visit,False,No KB Article,70
TCK-11951,2025-10-08,Oct 2025,2025-10,Parramatta,Desktop,Screen / hardware fault,High,54,False,Resolved First Visit,True,Has KB Article,54
TCK-11809,2025-10-08,Oct 2025,2025-10,Chatswood,Desktop,Email / account access issue,Low,13,False,Resolved First Visit,True,Has KB Article,13
TCK-14628,2025-10-08,Oct 2025,2025-10,Chatswood,Desktop,Screen / hardware fault,Medium,47,False,Resolved First Visit,True,Has KB Article,47
TCK-14934,2025-10-08,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,Low,60,False,Resolved First Visit,False,No KB Article,60
TCK-10832,2025-10-08,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-14874,2025-10-08,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Medium,8,False,Resolved First Visit,True,Has KB Article,8
TCK-14543,2025-10-08,Oct 2025,2025-10,Chatswood,Desktop,Slow computer / performance issue,Low,36,False,Resolved First Visit,True,Has KB Article,36
TCK-11098,2025-10-08,Oct 2025,2025-10,Liverpool,Desktop,Screen / hardware fault,Medium,50,False,Resolved First Visit,True,Has KB Article,50
TCK-11823,2025-10-08,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,Medium,29,True,Repeat Visit,False,No KB Article,58
TCK-13495,2025-10-09,Oct 2025,2025-10,Chatswood,Mobile Device,Mobile device setup,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-12080,2025-10-09,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,High,31,True,Repeat Visit,False,No KB Article,62
TCK-13528,2025-10-09,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,Medium,29,True,Repeat Visit,False,No KB Article,58
TCK-14122,2025-10-09,Oct 2025,2025-10,Bondi Junction,Desktop,Email / account access issue,Low,14,False,Resolved First Visit,True,Has KB Article,14
TCK-11119,2025-10-09,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Medium,24,True,Repeat Visit,False,No KB Article,48
TCK-13224,2025-10-09,Oct 2025,2025-10,Bondi Junction,Desktop,Screen / hardware fault,Medium,26,False,Resolved First Visit,True,Has KB Article,26
TCK-14775,2025-10-09,Oct 2025,2025-10,Liverpool,Desktop,Slow computer / performance issue,Low,30,False,Resolved First Visit,True,Has KB Article,30
TCK-10262,2025-10-09,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,45,True,Repeat Visit,False,No KB Article,90
TCK-11678,2025-10-09,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,Medium,31,False,Resolved First Visit,True,Has KB Article,31
TCK-13986,2025-10-09,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,High,23,True,Repeat Visit,False,No KB Article,46
TCK-12443,2025-10-09,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Medium,20,True,Repeat Visit,False,No KB Article,40
TCK-12038,2025-10-09,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Medium,31,True,Repeat Visit,False,No KB Article,62
TCK-13898,2025-10-09,Oct 2025,2025-10,Parramatta,Register / POS,Barcode scanner not working,Medium,12,False,Resolved First Visit,True,Has KB Article,12
TCK-12777,2025-10-09,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,34,True,Repeat Visit,False,No KB Article,68
TCK-11835,2025-10-09,Oct 2025,2025-10,Parramatta,Register / POS,Barcode scanner not working,Low,9,False,Resolved First Visit,True,Has KB Article,9
TCK-14999,2025-10-09,Oct 2025,2025-10,Chatswood,Desktop,Screen / hardware fault,Medium,37,False,Resolved First Visit,True,Has KB Article,37
TCK-14390,2025-10-09,Oct 2025,2025-10,Chatswood,Desktop,Screen / hardware fault,Low,35,False,Resolved First Visit,True,Has KB Article,35
TCK-11079,2025-10-09,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,High,33,True,Repeat Visit,False,No KB Article,66
TCK-14229,2025-10-09,Oct 2025,2025-10,Chatswood,Register / POS,Barcode scanner not working,High,10,False,Resolved First Visit,True,Has KB Article,10
TCK-12888,2025-10-09,Oct 2025,2025-10,Parramatta,Desktop,Screen / hardware fault,Low,38,False,Resolved First Visit,True,Has KB Article,38
TCK-12434,2025-10-09,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,40,True,Repeat Visit,False,No KB Article,80
TCK-14446,2025-10-09,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,Low,38,False,Resolved First Visit,False,No KB Article,38
TCK-10746,2025-10-09,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,Low,70,True,Repeat Visit,False,No KB Article,140
TCK-12303,2025-10-09,Oct 2025,2025-10,Castle Hill,Laptop,New starter device setup,Low,47,False,Resolved First Visit,True,Has KB Article,47
TCK-12356,2025-10-10,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,High,16,False,Resolved First Visit,True,Has KB Article,16
TCK-10693,2025-10-10,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Low,20,False,Resolved First Visit,True,Has KB Article,20
TCK-14437,2025-10-10,Oct 2025,2025-10,Chatswood,Register / POS,Barcode scanner not working,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-11102,2025-10-10,Oct 2025,2025-10,Chatswood,Laptop,Software install / update request,Medium,10,False,Resolved First Visit,True,Has KB Article,10
TCK-11416,2025-10-10,Oct 2025,2025-10,Bondi Junction,Laptop,Software install / update request,Low,24,True,Repeat Visit,True,Has KB Article,48
TCK-11885,2025-10-10,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,High,11,True,Repeat Visit,True,Has KB Article,22
TCK-13819,2025-10-10,Oct 2025,2025-10,Parramatta,Laptop,New starter device setup,Low,41,False,Resolved First Visit,True,Has KB Article,41
TCK-10548,2025-10-10,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Medium,5,True,Repeat Visit,True,Has KB Article,10
TCK-12747,2025-10-10,Oct 2025,2025-10,Bondi Junction,Register / POS,Barcode scanner not working,Medium,13,True,Repeat Visit,True,Has KB Article,26
TCK-13939,2025-10-10,Oct 2025,2025-10,Bondi Junction,Register / POS,Payment terminal error,High,26,False,Resolved First Visit,True,Has KB Article,26
TCK-14023,2025-10-10,Oct 2025,2025-10,Castle Hill,Register / POS,Payment terminal error,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-13949,2025-10-10,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,Low,48,True,Repeat Visit,False,No KB Article,96
TCK-10691,2025-10-10,Oct 2025,2025-10,Parramatta,Register / POS,Payment terminal error,Medium,20,False,Resolved First Visit,True,Has KB Article,20
TCK-14539,2025-10-10,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,Medium,45,True,Repeat Visit,False,No KB Article,90
TCK-11183,2025-10-10,Oct 2025,2025-10,Chatswood,Laptop,Software install / update request,Medium,28,False,Resolved First Visit,True,Has KB Article,28
TCK-10285,2025-10-10,Oct 2025,2025-10,Liverpool,Laptop,New starter device setup,Medium,62,False,Resolved First Visit,True,Has KB Article,62
TCK-11934,2025-10-10,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,Low,7,False,Resolved First Visit,True,Has KB Article,7
TCK-14685,2025-10-10,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Low,14,True,Repeat Visit,True,Has KB Article,28
TCK-13623,2025-10-10,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,Medium,37,False,Resolved First Visit,False,No KB Article,37
TCK-13841,2025-10-10,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Medium,37,True,Repeat Visit,False,No KB Article,74
TCK-14115,2025-10-10,Oct 2025,2025-10,Parramatta,Desktop,Screen / hardware fault,Low,26,True,Repeat Visit,True,Has KB Article,52
TCK-11228,2025-10-10,Oct 2025,2025-10,Chatswood,Desktop,Slow computer / performance issue,Low,46,True,Repeat Visit,True,Has KB Article,92
TCK-11913,2025-10-10,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,Low,8,False,Resolved First Visit,False,No KB Article,8
TCK-10502,2025-10-10,Oct 2025,2025-10,Liverpool,Register / POS,Payment terminal error,High,23,True,Repeat Visit,True,Has KB Article,46
TCK-12083,2025-10-10,Oct 2025,2025-10,Castle Hill,Register / POS,Payment terminal error,Medium,20,False,Resolved First Visit,True,Has KB Article,20
TCK-11543,2025-10-10,Oct 2025,2025-10,Liverpool,Register / POS,Barcode scanner not working,Low,15,False,Resolved First Visit,True,Has KB Article,15
TCK-11755,2025-10-10,Oct 2025,2025-10,Bondi Junction,Desktop,Slow computer / performance issue,Medium,46,True,Repeat Visit,True,Has KB Article,92
TCK-10607,2025-10-11,Oct 2025,2025-10,Liverpool,Laptop,Software install / update request,Low,21,False,Resolved First Visit,True,Has KB Article,21
TCK-15105,2025-10-11,Oct 2025,2025-10,Castle Hill,Desktop,Email / account access issue,Low,10,False,Resolved First Visit,True,Has KB Article,10
TCK-15175,2025-10-11,Oct 2025,2025-10,Liverpool,Mobile Device,Mobile device setup,High,16,False,Resolved First Visit,True,Has KB Article,16
TCK-11389,2025-10-11,Oct 2025,2025-10,Parramatta,Laptop,New starter device setup,Low,20,False,Resolved First Visit,True,Has KB Article,20
TCK-14651,2025-10-11,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-10818,2025-10-11,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,Low,36,True,Repeat Visit,False,No KB Article,72
TCK-11844,2025-10-11,Oct 2025,2025-10,Chatswood,Desktop,Email / account access issue,High,23,False,Resolved First Visit,True,Has KB Article,23
TCK-11803,2025-10-11,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Low,12,False,Resolved First Visit,True,Has KB Article,12
TCK-14773,2025-10-11,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,High,18,True,Repeat Visit,False,No KB Article,36
TCK-14638,2025-10-11,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,High,9,False,Resolved First Visit,False,No KB Article,9
TCK-10119,2025-10-11,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Medium,28,False,Resolved First Visit,True,Has KB Article,28
TCK-15059,2025-10-11,Oct 2025,2025-10,Chatswood,Desktop,Email / account access issue,High,14,False,Resolved First Visit,True,Has KB Article,14
TCK-12095,2025-10-11,Oct 2025,2025-10,Liverpool,Mobile Device,Mobile device setup,Low,9,False,Resolved First Visit,True,Has KB Article,9
TCK-14921,2025-10-11,Oct 2025,2025-10,Castle Hill,Desktop,Password reset / login issue,Low,10,True,Repeat Visit,True,Has KB Article,20
TCK-12503,2025-10-11,Oct 2025,2025-10,Chatswood,Desktop,Slow computer / performance issue,Low,51,False,Resolved First Visit,True,Has KB Article,51
TCK-11583,2025-10-11,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Low,7,False,Resolved First Visit,True,Has KB Article,7
TCK-14719,2025-10-11,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Medium,19,True,Repeat Visit,False,No KB Article,38
TCK-11285,2025-10-11,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Low,33,False,Resolved First Visit,False,No KB Article,33
TCK-10092,2025-10-11,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Low,38,False,Resolved First Visit,False,No KB Article,38
TCK-14532,2025-10-11,Oct 2025,2025-10,Chatswood,Desktop,Screen / hardware fault,Low,61,False,Resolved First Visit,True,Has KB Article,61
TCK-11496,2025-10-11,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Low,38,False,Resolved First Visit,False,No KB Article,38
TCK-11840,2025-10-11,Oct 2025,2025-10,Chatswood,Desktop,Screen / hardware fault,Low,8,False,Resolved First Visit,True,Has KB Article,8
TCK-11477,2025-10-11,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,Medium,34,True,Repeat Visit,False,No KB Article,68
TCK-13413,2025-10-11,Oct 2025,2025-10,Chatswood,Register / POS,Barcode scanner not working,Medium,15,False,Resolved First Visit,True,Has KB Article,15
TCK-12818,2025-10-12,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,33,True,Repeat Visit,False,No KB Article,66
TCK-10369,2025-10-12,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-13397,2025-10-12,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Low,43,True,Repeat Visit,False,No KB Article,86
TCK-10112,2025-10-12,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,High,12,True,Repeat Visit,True,Has KB Article,24
TCK-11296,2025-10-12,Oct 2025,2025-10,Castle Hill,Desktop,Password reset / login issue,Medium,12,False,Resolved First Visit,True,Has KB Article,12
TCK-12548,2025-10-12,Oct 2025,2025-10,Chatswood,Register / POS,Barcode scanner not working,Low,14,False,Resolved First Visit,True,Has KB Article,14
TCK-12145,2025-10-12,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,High,45,False,Resolved First Visit,False,No KB Article,45
TCK-13904,2025-10-12,Oct 2025,2025-10,Castle Hill,Register / POS,Payment terminal error,Low,18,False,Resolved First Visit,True,Has KB Article,18
TCK-14667,2025-10-12,Oct 2025,2025-10,Chatswood,Network Equipment,Printer connectivity issue,Medium,23,False,Resolved First Visit,False,No KB Article,23
TCK-11714,2025-10-12,Oct 2025,2025-10,Castle Hill,Desktop,Password reset / login issue,High,10,False,Resolved First Visit,True,Has KB Article,10
TCK-11338,2025-10-12,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,16,False,Resolved First Visit,False,No KB Article,16
TCK-11494,2025-10-12,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Low,51,False,Resolved First Visit,False,No KB Article,51
TCK-12367,2025-10-12,Oct 2025,2025-10,Liverpool,Mobile Device,Mobile device setup,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-14434,2025-10-12,Oct 2025,2025-10,Bondi Junction,Register / POS,Payment terminal error,Low,26,False,Resolved First Visit,True,Has KB Article,26
TCK-11782,2025-10-12,Oct 2025,2025-10,Chatswood,Register / POS,Payment terminal error,High,15,False,Resolved First Visit,True,Has KB Article,15
TCK-11046,2025-10-12,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,High,12,False,Resolved First Visit,True,Has KB Article,12
TCK-11793,2025-10-12,Oct 2025,2025-10,Liverpool,Register / POS,Payment terminal error,Medium,19,True,Repeat Visit,True,Has KB Article,38
TCK-13565,2025-10-12,Oct 2025,2025-10,Chatswood,Register / POS,Payment terminal error,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-13805,2025-10-12,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,Low,37,True,Repeat Visit,False,No KB Article,74
TCK-10312,2025-10-12,Oct 2025,2025-10,Chatswood,Network Equipment,Printer connectivity issue,Low,28,False,Resolved First Visit,False,No KB Article,28
